Repository,Component Type,Ecosystem,Name,Version,Dependency Scope,Relationship,License,PURL or Reference,Metadata Source,Notes
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI requirement,Flask,">=3,<4 (not pinned)",runtime/build,declared S3 GUI runtime dependency,NOASSERTION,requirement:pypi:Flask@%3E%3D3%2C%3C4,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/s3-gui/requirements.txt,Version range installed independently while building the S3 GUI image; transitive packages are not resolved by this source SBOM.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,application,Python runtime,Python,3.12,runtime/build,referenced host runtime software,PSF-2.0,component:python-runtime@3.12,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/init.sh,Python minor version required by the Airflow host environment; the exact patch version is supplied by the host and is not pinned.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,a2wsgi,1.10.10,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/a2wsgi@1.10.10,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,aiohappyeyeballs,2.6.1,runtime/build,transitive runtime dependency,PSF-2.0 AND Python-2.0,pkg:pypi/aiohappyeyeballs@2.6.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,aiohttp,3.13.3,runtime/build,transitive runtime dependency,Apache-2.0 AND MIT,pkg:pypi/aiohttp@3.13.3,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,aiosignal,1.4.0,runtime/build,transitive runtime dependency,License :: OSI Approved :: Apache Software License,pkg:pypi/aiosignal@1.4.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,aiosmtplib,5.1.0,runtime/build,transitive runtime dependency,MIT,pkg:pypi/aiosmtplib@5.1.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,aiosqlite,0.21.0,runtime/build,transitive runtime dependency,MIT,pkg:pypi/aiosqlite@0.21.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,alembic,1.18.3,runtime/build,transitive runtime dependency,MIT,pkg:pypi/alembic@1.18.3,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,annotated-types,0.7.0,runtime/build,transitive runtime dependency,MIT,pkg:pypi/annotated-types@0.7.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,anyio,4.12.1,runtime/build,transitive runtime dependency,MIT,pkg:pypi/anyio@4.12.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,apache-airflow,3.1.7,runtime/build,direct runtime dependency,Apache-2.0,pkg:pypi/apache-airflow@3.1.7,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/init.sh,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,apache-airflow-core,3.1.7,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/apache-airflow-core@3.1.7,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,apache-airflow-providers-amazon,9.21.0,runtime/build,direct runtime dependency,Apache-2.0,pkg:pypi/apache-airflow-providers-amazon@9.21.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/init.sh (apache-airflow amazon extra),Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,apache-airflow-providers-common-compat,1.13.0,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/apache-airflow-providers-common-compat@1.13.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,apache-airflow-providers-common-io,1.7.1,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/apache-airflow-providers-common-io@1.7.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,apache-airflow-providers-common-sql,1.30.4,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/apache-airflow-providers-common-sql@1.30.4,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,apache-airflow-providers-docker,4.5.2,runtime/build,direct runtime dependency,Apache-2.0,pkg:pypi/apache-airflow-providers-docker@4.5.2,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/init.sh (apache-airflow docker extra),Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,apache-airflow-providers-http,5.6.4,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/apache-airflow-providers-http@5.6.4,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,apache-airflow-providers-smtp,2.4.2,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/apache-airflow-providers-smtp@2.4.2,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,apache-airflow-providers-standard,1.11.0,runtime/build,direct runtime dependency,Apache-2.0,pkg:pypi/apache-airflow-providers-standard@1.11.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/DAG imports and installed Airflow environment,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,apache-airflow-task-sdk,1.1.7,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/apache-airflow-task-sdk@1.1.7,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,argcomplete,3.6.3,runtime/build,transitive runtime dependency,License :: OSI Approved :: Apache Software License,pkg:pypi/argcomplete@3.6.3,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,asgiref,3.11.0,runtime/build,transitive runtime dependency,BSD-3-Clause AND License :: OSI Approved :: BSD License,pkg:pypi/asgiref@3.11.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,asn1crypto,1.5.1,runtime/build,transitive runtime dependency,MIT,pkg:pypi/asn1crypto@1.5.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,attrs,25.4.0,runtime/build,transitive runtime dependency,MIT,pkg:pypi/attrs@25.4.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,babel,2.18.0,runtime/build,transitive runtime dependency,BSD-3-Clause AND License :: OSI Approved :: BSD License,pkg:pypi/babel@2.18.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,beautifulsoup4,4.14.3,runtime/build,transitive runtime dependency,MIT,pkg:pypi/beautifulsoup4@4.14.3,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,boto3,1.42.30,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/boto3@1.42.30,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,botocore,1.42.30,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/botocore@1.42.30,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,cadwyn,5.4.6,runtime/build,transitive runtime dependency,MIT,pkg:pypi/cadwyn@5.4.6,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,certifi,2026.1.4,runtime/build,transitive runtime dependency,MPL-2.0 AND License :: OSI Approved :: Mozilla Public License 2.0 (MPL 2.0),pkg:pypi/certifi@2026.1.4,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,cffi,2.0.0,runtime/build,transitive runtime dependency,MIT,pkg:pypi/cffi@2.0.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,charset-normalizer,3.4.4,runtime/build,transitive runtime dependency,MIT,pkg:pypi/charset-normalizer@3.4.4,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,click,8.3.1,runtime/build,transitive runtime dependency,BSD-3-Clause,pkg:pypi/click@8.3.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,colorlog,6.10.1,runtime/build,transitive runtime dependency,MIT,pkg:pypi/colorlog@6.10.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,cron_descriptor,2.0.6,runtime/build,transitive runtime dependency,MIT,pkg:pypi/cron-descriptor@2.0.6,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,croniter,6.0.0,runtime/build,transitive runtime dependency,MIT,pkg:pypi/croniter@6.0.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,cryptography,42.0.8,runtime/build,transitive runtime dependency,Apache-2.0 OR BSD-3-Clause,pkg:pypi/cryptography@42.0.8,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,Deprecated,1.3.1,runtime/build,transitive runtime dependency,MIT,pkg:pypi/deprecated@1.3.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,dill,0.4.1,runtime/build,transitive runtime dependency,BSD-3-Clause AND License :: OSI Approved :: BSD License,pkg:pypi/dill@0.4.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,dnspython,2.8.0,runtime/build,transitive runtime dependency,ISC,pkg:pypi/dnspython@2.8.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,docker,7.1.0,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/docker@7.1.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,email-validator,2.3.0,runtime/build,transitive runtime dependency,Unlicense,pkg:pypi/email-validator@2.3.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,fastapi,0.117.1,runtime/build,transitive runtime dependency,MIT,pkg:pypi/fastapi@0.117.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,fastapi-cli,0.0.20,runtime/build,transitive runtime dependency,MIT,pkg:pypi/fastapi-cli@0.0.20,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,frozenlist,1.8.0,runtime/build,transitive runtime dependency,Apache-2.0,pkg:pypi/frozenlist@1.8.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,fsspec,2026.1.0,runtime/build,transitive runtime dependency,BSD-3-Clause,pkg:pypi/fsspec@2026.1.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,googleapis-common-protos,1.72.0,runtime/build,transitive runtime dependency,License :: OSI Approved :: Apache Software License,pkg:pypi/googleapis-common-protos@1.72.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,greenback,1.3.0,runtime/build,transitive runtime dependency,MIT AND License :: OSI Approved :: Apache Software License,pkg:pypi/greenback@1.3.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,greenlet,3.3.1,runtime/build,transitive runtime dependency,MIT AND Python-2.0,pkg:pypi/greenlet@3.3.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,grpcio,1.65.5,runtime/build,transitive runtime dependency,License :: OSI Approved :: Apache Software License,pkg:pypi/grpcio@1.65.5,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,h11,0.16.0,runtime/build,transitive runtime dependency,MIT,pkg:pypi/h11@0.16.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,httpcore,1.0.9,runtime/build,transitive runtime dependency,BSD-3-Clause,pkg:pypi/httpcore@1.0.9,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,httptools,0.7.1,runtime/build,transitive runtime dependency,MIT,pkg:pypi/httptools@0.7.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,httpx,0.28.1,runtime/build,transitive runtime dependency,BSD-3-Clause AND License :: OSI Approved :: BSD License,pkg:pypi/httpx@0.28.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,idna,3.11,runtime/build,transitive runtime dependency,BSD-3-Clause,pkg:pypi/idna@3.11,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,importlib_metadata,8.4.0,runtime/build,transitive runtime dependency,License :: OSI Approved :: Apache Software License,pkg:pypi/importlib-metadata@8.4.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,inflection,0.5.1,runtime/build,transitive runtime dependency,MIT,pkg:pypi/inflection@0.5.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,itsdangerous,2.2.0,runtime/build,transitive runtime dependency,License :: OSI Approved :: BSD License,pkg:pypi/itsdangerous@2.2.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,Jinja2,3.1.6,runtime/build,transitive runtime dependency,License :: OSI Approved :: BSD License,pkg:pypi/jinja2@3.1.6,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,jmespath,0.10.0,runtime/build,transitive runtime dependency,MIT,pkg:pypi/jmespath@0.10.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,jsonpath-ng,1.7.0,runtime/build,transitive runtime dependency,License :: OSI Approved :: Apache Software License,pkg:pypi/jsonpath-ng@1.7.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,jsonschema,4.26.0,runtime/build,transitive runtime dependency,MIT,pkg:pypi/jsonschema@4.26.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,jsonschema-specifications,2025.9.1,runtime/build,transitive runtime dependency,MIT,pkg:pypi/jsonschema-specifications@2025.9.1,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,lazy-object-proxy,1.12.0,runtime/build,transitive runtime dependency,BSD-2-Clause,pkg:pypi/lazy-object-proxy@1.12.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,libcst,1.8.6,runtime/build,transitive runtime dependency,MIT,pkg:pypi/libcst@1.8.6,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,linkify-it-py,2.0.3,runtime/build,transitive runtime dependency,MIT,pkg:pypi/linkify-it-py@2.0.3,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,lockfile,0.12.2,runtime/build,transitive runtime dependency,MIT,pkg:pypi/lockfile@0.12.2,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,lxml,6.0.2,runtime/build,transitive runtime dependency,BSD-3-Clause,pkg:pypi/lxml@6.0.2,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,Mako,1.3.10,runtime/build,transitive runtime dependency,MIT,pkg:pypi/mako@1.3.10,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
Regensburg_DigitalerEnergieZwilling_AirflowDAGs,library,PyPI,markdown-it-py,4.0.0,runtime/build,transitive runtime dependency,MIT,pkg:pypi/markdown-it-py@4.0.0,Regensburg_DigitalerEnergieZwilling_AirflowDAGs/.airflow-env installed package metadata,Generated from installed distribution metadata by cyclonedx-bom.
